run_id,case_id,antibody_id,step,refusal_stage,refusal_mode,blocked_rate_window,veto_streak,action_toggle_rate,SoMS_cumsum_window,refusal_triggered,refusal_reason_code
core7_1767774738,B_GOVERNED,antibody_A,4,0,NORMAL,0.0,0.0,0.0,0.8999999999999999,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_A,5,0,NORMAL,0.0,0.0,0.0,1.5,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_A,6,0,NORMAL,0.0,0.0,0.0,1.8,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_A,7,0,NORMAL,0.0,0.0,0.0,2.6999999999999997,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_A,8,0,NORMAL,0.0,0.0,0.0,3.3,False,
core7_1767774738,B_GOVERNED,antibody_A,9,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_A,10,0,NORMAL,0.1,1.0,0.1111111111111111,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_A,11,0,NORMAL,0.1,0.0,0.2222222222222222,2.9999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_A,12,0,NORMAL,0.1,0.0,0.2222222222222222,2.7,False,
core7_1767774738,B_GOVERNED,antibody_A,13,0,NORMAL,0.1,0.0,0.2222222222222222,2.6999999999999997,False,
core7_1767774738,B_GOVERNED,antibody_A,14,0,NORMAL,0.1,0.0,0.2222222222222222,2.6999999999999997,False,
core7_1767774738,B_GOVERNED,antibody_A,15,0,NORMAL,0.1,0.0,0.2222222222222222,2.0999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_A,16,0,NORMAL,0.1,0.0,0.2222222222222222,2.4,False,
core7_1767774738,B_GOVERNED,antibody_A,17,0,NORMAL,0.1,0.0,0.2222222222222222,1.8,False,
core7_1767774738,B_GOVERNED,antibody_A,18,0,NORMAL,0.1,0.0,0.2222222222222222,2.1,False,
core7_1767774738,B_GOVERNED,antibody_A,19,0,NORMAL,0.1,0.0,0.1111111111111111,2.4,False,
core7_1767774738,B_GOVERNED,antibody_A,20,0,NORMAL,0.0,0.0,0.0,2.6999999999999997,False,
core7_1767774738,B_GOVERNED,antibody_A,21,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_A,22,0,NORMAL,0.0,0.0,0.0,4.199999999999999,False,
core7_1767774738,B_GOVERNED,antibody_A,23,0,NORMAL,0.0,0.0,0.0,5.4,False,
core7_1767774738,B_GOVERNED,antibody_A,24,0,NORMAL,0.0,0.0,0.0,6.3,False,
core7_1767774738,B_GOVERNED,antibody_A,25,0,NORMAL,0.0,0.0,0.0,6.9,False,
core7_1767774738,B_GOVERNED,antibody_A,26,0,NORMAL,0.0,0.0,0.0,7.499999999999999,False,
core7_1767774738,B_GOVERNED,antibody_A,27,0,NORMAL,0.0,0.0,0.0,8.1,False,
core7_1767774738,B_GOVERNED,antibody_A,28,0,NORMAL,0.0,0.0,0.0,8.7,False,
core7_1767774738,B_GOVERNED,antibody_A,29,0,NORMAL,0.0,0.0,0.0,9.299999999999999,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,0,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,1,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,2,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,3,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,4,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,5,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,6,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,7,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,8,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,9,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,10,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,11,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,12,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,13,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,14,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,15,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,16,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,17,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,18,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,19,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,20,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,21,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,22,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,23,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,24,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,25,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,26,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,27,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,28,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,29,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,B_GOVERNED,antibody_B,0,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,1,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,2,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,3,0,NORMAL,0.0,0.0,0.0,0.6,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,4,0,NORMAL,0.0,0.0,0.0,0.8999999999999999,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,5,0,NORMAL,0.0,0.0,0.0,1.7999999999999998,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,6,0,NORMAL,0.0,0.0,0.0,2.4,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,7,0,NORMAL,0.0,0.0,0.0,2.6999999999999997,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_B,8,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_B,9,0,NORMAL,0.0,0.0,0.0,5.1,False,
core7_1767774738,B_GOVERNED,antibody_B,10,0,NORMAL,0.1,1.0,0.1111111111111111,7.199999999999999,False,
core7_1767774738,B_GOVERNED,antibody_B,11,0,NORMAL,0.1,0.0,0.2222222222222222,9.0,False,
core7_1767774738,B_GOVERNED,antibody_B,12,0,NORMAL,0.1,0.0,0.2222222222222222,10.5,False,
core7_1767774738,B_GOVERNED,antibody_B,13,0,NORMAL,0.1,0.0,0.2222222222222222,12.0,False,
core7_1767774738,B_GOVERNED,antibody_B,14,0,NORMAL,0.1,0.0,0.2222222222222222,14.400000000000002,False,
core7_1767774738,B_GOVERNED,antibody_B,15,0,NORMAL,0.1,0.0,0.2222222222222222,15.9,False,
core7_1767774738,B_GOVERNED,antibody_B,16,0,NORMAL,0.1,0.0,0.2222222222222222,18.300000000000004,False,
core7_1767774738,B_GOVERNED,antibody_B,17,0,NORMAL,0.1,0.0,0.2222222222222222,20.7,False,
core7_1767774738,B_GOVERNED,antibody_B,18,0,NORMAL,0.1,0.0,0.2222222222222222,22.2,False,
core7_1767774738,B_GOVERNED,antibody_B,19,0,NORMAL,0.1,0.0,0.1111111111111111,22.8,False,
core7_1767774738,B_GOVERNED,antibody_B,20,0,NORMAL,0.0,0.0,0.0,23.400000000000002,False,
core7_1767774738,B_GOVERNED,antibody_B,21,0,NORMAL,0.0,0.0,0.0,23.999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_B,22,0,NORMAL,0.0,0.0,0.0,24.6,False,
core7_1767774738,B_GOVERNED,antibody_B,23,0,NORMAL,0.0,0.0,0.0,24.3,False,
core7_1767774738,B_GOVERNED,antibody_B,24,0,NORMAL,0.0,0.0,0.0,23.1,False,
core7_1767774738,B_GOVERNED,antibody_B,25,0,NORMAL,0.0,0.0,0.0,21.9,False,
core7_1767774738,B_GOVERNED,antibody_B,26,0,NORMAL,0.0,0.0,0.0,19.799999999999997,False,
core7_1767774738,B_GOVERNED,antibody_B,27,0,NORMAL,0.0,0.0,0.0,17.7,False,
core7_1767774738,B_GOVERNED,antibody_B,28,0,NORMAL,0.0,0.0,0.0,15.600000000000001,False,
core7_1767774738,B_GOVERNED,antibody_B,29,0,NORMAL,0.0,0.0,0.0,13.5,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,0,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,1,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,2,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,3,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,4,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,5,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,6,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,7,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,8,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,9,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,10,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,11,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,12,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,13,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,14,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,15,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,16,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,17,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,18,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,19,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,20,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,21,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,22,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,23,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,24,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,25,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,26,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,27,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,28,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,29,0,NORMAL,0.0,0.0,0.0,0.0,False,
core7_1767774738,B_GOVERNED,antibody_C,0,0,NORMAL,0.0,0.0,0.0,0.0,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,1,0,NORMAL,0.0,0.0,0.0,0.6,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,2,0,NORMAL,0.0,0.0,0.0,0.8999999999999999,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,3,0,NORMAL,0.0,0.0,0.0,0.8999999999999999,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,4,0,NORMAL,0.0,0.0,0.0,1.5,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,5,0,NORMAL,0.0,0.0,0.0,1.8,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,6,0,NORMAL,0.0,0.0,0.0,2.7,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,7,0,NORMAL,0.0,0.0,0.0,3.3,False,REASON_MIN_STEPS_NOT_REACHED
core7_1767774738,B_GOVERNED,antibody_C,8,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_C,9,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_C,10,0,NORMAL,0.1,1.0,0.1111111111111111,4.199999999999999,False,
core7_1767774738,B_GOVERNED,antibody_C,11,0,NORMAL,0.1,0.0,0.2222222222222222,4.8,False,
core7_1767774738,B_GOVERNED,antibody_C,12,0,NORMAL,0.1,0.0,0.2222222222222222,5.4,False,
core7_1767774738,B_GOVERNED,antibody_C,13,0,NORMAL,0.1,0.0,0.2222222222222222,6.0,False,
core7_1767774738,B_GOVERNED,antibody_C,14,0,NORMAL,0.1,0.0,0.2222222222222222,5.699999999999999,False,
core7_1767774738,B_GOVERNED,antibody_C,15,0,NORMAL,0.1,0.0,0.2222222222222222,5.3999999999999995,False,
core7_1767774738,B_GOVERNED,antibody_C,16,0,NORMAL,0.1,0.0,0.2222222222222222,4.5,False,
core7_1767774738,B_GOVERNED,antibody_C,17,0,NORMAL,0.1,0.0,0.2222222222222222,4.499999999999999,False,
core7_1767774738,B_GOVERNED,antibody_C,18,0,NORMAL,0.1,0.0,0.2222222222222222,5.4,False,
core7_1767774738,B_GOVERNED,antibody_C,19,0,NORMAL,0.1,0.0,0.1111111111111111,6.3,False,
core7_1767774738,B_GOVERNED,antibody_C,20,0,NORMAL,0.0,0.0,0.0,6.3,False,
core7_1767774738,B_GOVERNED,antibody_C,21,0,NORMAL,0.0,0.0,0.0,5.3999999999999995,False,
core7_1767774738,B_GOVERNED,antibody_C,22,0,NORMAL,0.0,0.0,0.0,4.499999999999999,False,
core7_1767774738,B_GOVERNED,antibody_C,23,0,NORMAL,0.0,0.0,0.0,3.9,False,
core7_1767774738,B_GOVERNED,antibody_C,24,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_C,25,0,NORMAL,0.0,0.0,0.0,3.6,False,
core7_1767774738,B_GOVERNED,antibody_C,26,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_C,27,0,NORMAL,0.0,0.0,0.0,3.6,False,
core7_1767774738,B_GOVERNED,antibody_C,28,0,NORMAL,0.0,0.0,0.0,3.5999999999999996,False,
core7_1767774738,B_GOVERNED,antibody_C,29,0,NORMAL,0.0,0.0,0.0,3.6,False,
