run_id,case_id,antibody_id,step,attempted,action,reason_code,SoD,SoMS,conflict_flag,mutation_desc,intended_axis,blocked
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,14,True,ALLOW,,28.9,0.0,True,CDR_mut_2,CHARGE,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,15,True,ALLOW,,32.2,0.0,False,CDR_mut_19,CHARGE,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,16,True,ALLOW,,36.1,0.0,True,CDR_mut_5,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,17,True,ALLOW,,40.2,0.0,True,CDR_mut_17,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,18,True,ALLOW,,44.5,0.0,True,CDR_mut_7,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,19,True,ALLOW,,48.6,0.0,False,CDR_mut_5,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,20,True,ALLOW,,53.8,0.0,True,CDR_mut_14,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,21,True,ALLOW,,58.3,0.0,False,CDR_mut_12,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,22,True,ALLOW,,63.0,0.0,False,CDR_mut_8,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,23,True,ALLOW,,67.9,0.0,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,24,True,ALLOW,,73.0,0.0,False,CDR_mut_7,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,25,True,ALLOW,,79.2,0.0,True,CDR_mut_10,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,26,True,ALLOW,,85.1,0.0,True,CDR_mut_1,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,27,True,ALLOW,,90.8,0.0,False,CDR_mut_7,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,28,True,ALLOW,,96.7,0.0,False,CDR_mut_1,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_B,29,True,ALLOW,,103.7,0.0,True,CDR_mut_10,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,0,True,ALLOW,,0.3,0.0,False,CDR_mut_12,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,1,True,ALLOW,,0.8,0.0,False,CDR_mut_8,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,2,True,ALLOW,,1.5,0.0,False,CDR_mut_2,CHARGE,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,3,True,ALLOW,,2.4,0.0,False,CDR_mut_6,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,4,True,ALLOW,,3.5,0.0,False,CDR_mut_18,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,5,True,ALLOW,,5.2,0.0,True,CDR_mut_10,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,6,True,ALLOW,,6.7,0.0,False,CDR_mut_6,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,7,True,ALLOW,,8.4,0.0,False,CDR_mut_15,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,8,True,ALLOW,,10.3,0.0,False,CDR_mut_12,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,9,True,ALLOW,,12.4,0.0,False,CDR_mut_14,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,10,True,ALLOW,,14.7,0.0,False,CDR_mut_4,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,11,True,ALLOW,,17.2,0.0,False,CDR_mut_8,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,12,True,ALLOW,,20.8,0.0,True,CDR_mut_4,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,13,True,ALLOW,,24.1,0.0,True,CDR_mut_7,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,14,True,ALLOW,,27.2,0.0,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,15,True,ALLOW,,30.5,0.0,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,16,True,ALLOW,,34.0,0.0,False,CDR_mut_8,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,17,True,ALLOW,,38.6,0.0,True,CDR_mut_18,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,18,True,ALLOW,,42.5,0.0,False,CDR_mut_13,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,19,True,ALLOW,,47.5,0.0,True,CDR_mut_18,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,20,True,ALLOW,,52.7,0.0,True,CDR_mut_12,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,21,True,ALLOW,,57.2,0.0,False,CDR_mut_11,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,22,True,ALLOW,,61.9,0.0,False,CDR_mut_7,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,23,True,ALLOW,,66.8,0.0,False,CDR_mut_4,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,24,True,ALLOW,,71.9,0.0,False,CDR_mut_16,PROCESS,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,25,True,ALLOW,,77.2,0.0,False,CDR_mut_15,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,26,True,ALLOW,,83.1,0.0,True,CDR_mut_2,CHARGE,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,27,True,ALLOW,,88.8,0.0,False,CDR_mut_1,IMMUNO,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,28,True,ALLOW,,94.7,0.0,False,CDR_mut_3,VISCOSITY,False
core7_1767774738,A_ALWAYS_ALLOW,antibody_C,29,True,ALLOW,,100.8,0.0,False,CDR_mut_4,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,0,True,ALLOW,,0.3,0.0,False,CDR_mut_5,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,1,True,ALLOW,,1.7,0.6,True,CDR_mut_13,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,2,True,ALLOW,,2.4,0.3,False,CDR_mut_19,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_A,3,True,ALLOW,,3.3,0.0,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_A,4,True,ALLOW,,4.4,0.0,False,CDR_mut_12,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,5,True,ALLOW,,6.1,0.6,True,CDR_mut_12,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,6,True,ALLOW,,7.6,0.3,False,CDR_mut_19,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_A,7,True,ALLOW,,10.2,0.9,True,CDR_mut_14,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,8,True,ALLOW,,12.1,0.6,False,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,9,True,ALLOW,,14.2,0.3,False,CDR_mut_8,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,10,True,VETO,REASON_FORCED_GOVERNANCE_TEST,16.5,0.0,False,CDR_mut_17,VISCOSITY,True
core7_1767774738,B_GOVERNED,antibody_A,11,True,ALLOW,,18.8,0.0,False,CDR_mut_0,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,12,True,ALLOW,,21.3,0.0,False,CDR_mut_3,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,13,True,ALLOW,,24.0,0.0,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,14,True,ALLOW,,26.9,0.0,False,CDR_mut_8,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,15,True,ALLOW,,30.0,0.0,False,CDR_mut_10,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,16,True,ALLOW,,34.2,0.6,True,CDR_mut_3,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,17,True,ALLOW,,37.7,0.3,False,CDR_mut_9,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,18,True,ALLOW,,42.3,0.9,True,CDR_mut_13,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,19,True,ALLOW,,46.2,0.6,False,CDR_mut_5,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,20,True,ALLOW,,50.3,0.3,False,CDR_mut_14,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,21,True,ALLOW,,55.5,0.9,True,CDR_mut_0,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,22,True,ALLOW,,60.0,0.6,False,CDR_mut_8,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,23,True,ALLOW,,65.6,1.2,True,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,24,True,ALLOW,,70.5,0.9,False,CDR_mut_5,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,25,True,ALLOW,,75.6,0.6,False,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,26,True,ALLOW,,81.3,1.2,True,CDR_mut_3,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_A,27,True,ALLOW,,86.8,0.9,False,CDR_mut_9,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_A,28,True,ALLOW,,92.9,1.5,True,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_A,29,True,ALLOW,,98.8,1.2,False,CDR_mut_19,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_B,0,True,ALLOW,,0.3,0.0,False,CDR_mut_6,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,1,True,ALLOW,,0.8,0.0,False,CDR_mut_4,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,2,True,ALLOW,,1.5,0.0,False,CDR_mut_11,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,3,True,ALLOW,,2.8,0.6,True,CDR_mut_5,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,4,True,ALLOW,,3.9,0.3,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,5,True,ALLOW,,6.1,0.9,True,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_B,6,True,ALLOW,,7.6,0.6,False,CDR_mut_0,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,7,True,ALLOW,,9.3,0.3,False,CDR_mut_19,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_B,8,True,ALLOW,,11.6,0.9,True,CDR_mut_10,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,9,True,ALLOW,,14.1,1.5,True,CDR_mut_15,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,10,True,VETO,REASON_FORCED_GOVERNANCE_TEST,16.8,2.1,True,CDR_mut_0,IMMUNO,True
core7_1767774738,B_GOVERNED,antibody_B,11,True,ALLOW,,19.1,1.8,False,CDR_mut_3,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,12,True,ALLOW,,21.6,1.5,False,CDR_mut_11,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,13,True,ALLOW,,25.2,2.1,True,CDR_mut_9,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,14,True,ALLOW,,28.5,2.7,True,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,15,True,ALLOW,,31.6,2.4,False,CDR_mut_1,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,16,True,ALLOW,,35.3,3.0,True,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_B,17,True,ALLOW,,38.8,2.7,False,CDR_mut_18,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_B,18,True,ALLOW,,42.5,2.4,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_B,19,True,ALLOW,,46.4,2.1,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_B,20,True,ALLOW,,51.4,2.7,True,CDR_mut_15,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,21,True,ALLOW,,55.7,2.4,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_B,22,True,ALLOW,,60.2,2.1,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,23,True,ALLOW,,64.9,1.8,False,CDR_mut_4,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,24,True,ALLOW,,69.8,1.5,False,CDR_mut_4,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,25,True,ALLOW,,74.9,1.2,False,CDR_mut_15,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,26,True,ALLOW,,80.2,0.9,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,27,True,ALLOW,,85.7,0.6,False,CDR_mut_5,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_B,28,True,ALLOW,,91.4,0.3,False,CDR_mut_8,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_B,29,True,ALLOW,,97.3,0.0,False,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_C,0,True,ALLOW,,0.3,0.0,False,CDR_mut_19,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_C,1,True,ALLOW,,1.7,0.6,True,CDR_mut_13,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_C,2,True,ALLOW,,2.4,0.3,False,CDR_mut_6,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,3,True,ALLOW,,3.3,0.0,False,CDR_mut_17,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_C,4,True,ALLOW,,5.3,0.6,True,CDR_mut_6,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,5,True,ALLOW,,6.6,0.3,False,CDR_mut_9,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,6,True,ALLOW,,9.0,0.9,True,CDR_mut_12,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_C,7,True,ALLOW,,10.7,0.6,False,CDR_mut_11,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,8,True,ALLOW,,12.6,0.3,False,CDR_mut_14,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,9,True,ALLOW,,14.7,0.0,False,CDR_mut_16,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_C,10,True,VETO,REASON_FORCED_GOVERNANCE_TEST,17.4,0.6,True,CDR_mut_14,IMMUNO,True
core7_1767774738,B_GOVERNED,antibody_C,11,True,ALLOW,,20.6,1.2,True,CDR_mut_3,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_C,12,True,ALLOW,,23.1,0.9,False,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,13,True,ALLOW,,25.8,0.6,False,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,14,True,ALLOW,,28.7,0.3,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_C,15,True,ALLOW,,31.8,0.0,False,CDR_mut_10,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,16,True,ALLOW,,35.1,0.0,False,CDR_mut_0,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,17,True,ALLOW,,39.5,0.6,True,CDR_mut_18,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_C,18,True,ALLOW,,44.1,1.2,True,CDR_mut_17,VISCOSITY,False
core7_1767774738,B_GOVERNED,antibody_C,19,True,ALLOW,,48.0,0.9,False,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,20,True,ALLOW,,52.1,0.6,False,CDR_mut_18,PROCESS,False
core7_1767774738,B_GOVERNED,antibody_C,21,True,ALLOW,,56.4,0.3,False,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,22,True,ALLOW,,60.9,0.0,False,CDR_mut_0,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,23,True,ALLOW,,65.6,0.0,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_C,24,True,ALLOW,,70.5,0.0,False,CDR_mut_1,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,25,True,ALLOW,,75.6,0.0,False,CDR_mut_7,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,26,True,ALLOW,,80.9,0.0,False,CDR_mut_2,CHARGE,False
core7_1767774738,B_GOVERNED,antibody_C,27,True,ALLOW,,86.8,0.6,True,CDR_mut_1,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,28,True,ALLOW,,93.4,1.2,True,CDR_mut_10,IMMUNO,False
core7_1767774738,B_GOVERNED,antibody_C,29,True,ALLOW,,99.3,0.9,False,CDR_mut_2,CHARGE,False
