run_id,case_id,antibody_id,step,attempted,action,reason_code,SoD,SoMS,conflict_flag,mutation_desc,intended_axis,blocked
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_A,27,True,ALLOW,,73.6,2.7,False,CDR_mut_18,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_A,28,True,ALLOW,,78.1,2.65,False,CDR_mut_9,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_A,29,True,ALLOW,,82.75,2.6,False,CDR_mut_14,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,0,True,ALLOW,,0.3,0.0,False,CDR_mut_22,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,1,True,ALLOW,,1.65,0.6,True,CDR_mut_18,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,2,True,ALLOW,,2.65,1.2,True,CDR_mut_2,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,3,True,ALLOW,,3.4,1.15,False,CDR_mut_19,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,4,True,ALLOW,,4.7,1.75,True,CDR_mut_8,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,5,True,ALLOW,,5.75,1.7,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,6,True,ALLOW,,6.95,1.65,False,CDR_mut_8,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,7,True,ALLOW,,8.3,1.6,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,8,True,ALLOW,,9.8,1.55,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,9,True,ALLOW,,11.45,1.5,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,10,True,ALLOW,,13.65,1.45,False,CDR_mut_8,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,11,True,ALLOW,,15.6,1.4,False,CDR_mut_21,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,12,True,ALLOW,,17.7,1.35,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,13,True,ALLOW,,19.95,1.3,False,CDR_mut_3,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,14,True,ALLOW,,22.75,1.9,True,CDR_mut_4,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,15,True,ALLOW,,25.7,1.85,False,CDR_mut_22,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,16,True,ALLOW,,28.8,1.8,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,17,True,ALLOW,,32.05,2.4,True,CDR_mut_3,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,18,True,ALLOW,,35.05,2.35,False,CDR_mut_14,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,19,True,ALLOW,,38.6,2.3,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,20,True,ALLOW,,42.3,2.25,False,CDR_mut_21,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,21,True,ALLOW,,46.15,2.2,False,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,22,True,ALLOW,,50.15,2.15,False,CDR_mut_6,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,23,True,ALLOW,,54.3,2.1,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,24,True,ALLOW,,58.2,2.05,False,CDR_mut_11,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,25,True,ALLOW,,62.65,2.0,False,CDR_mut_14,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,26,True,ALLOW,,67.75,2.6,True,CDR_mut_11,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,27,True,ALLOW,,72.1,2.55,False,CDR_mut_16,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,28,True,ALLOW,,77.0,3.15,True,CDR_mut_1,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,29,True,ALLOW,,82.05,3.1,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,0,True,ALLOW,,0.3,0.0,False,CDR_mut_16,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,1,True,ALLOW,,0.75,0.0,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,2,True,ALLOW,,1.75,0.0,False,CDR_mut_22,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,3,True,ALLOW,,2.5,0.0,False,CDR_mut_0,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,4,True,ALLOW,,3.4,0.0,False,CDR_mut_9,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,5,True,ALLOW,,4.45,0.0,False,CDR_mut_2,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,6,True,ALLOW,,5.65,0.0,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,7,True,ALLOW,,7.0,0.0,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,8,True,ALLOW,,8.5,0.0,False,CDR_mut_20,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,9,True,ALLOW,,10.15,0.0,False,CDR_mut_10,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,10,True,ALLOW,,12.35,0.0,False,CDR_mut_3,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,11,True,ALLOW,,14.7,0.0,False,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,12,True,ALLOW,,17.2,0.6,True,CDR_mut_7,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,13,True,ALLOW,,19.45,0.55,False,CDR_mut_0,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,14,True,ALLOW,,22.25,0.5,False,CDR_mut_24,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,15,True,ALLOW,,24.8,0.45,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,16,True,ALLOW,,27.5,0.4,False,CDR_mut_14,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,17,True,ALLOW,,30.75,0.35,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,18,True,ALLOW,,34.15,0.3,False,CDR_mut_18,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,19,True,ALLOW,,37.7,0.9,True,CDR_mut_0,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,20,True,ALLOW,,41.9,1.5,True,CDR_mut_8,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,21,True,ALLOW,,45.75,1.45,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,22,True,ALLOW,,49.75,1.4,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,23,True,ALLOW,,53.9,1.35,False,CDR_mut_2,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,24,True,ALLOW,,58.2,1.3,False,CDR_mut_17,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,25,True,ALLOW,,62.65,1.25,False,CDR_mut_11,IMMUNO,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,26,True,ALLOW,,67.25,1.2,False,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,27,True,ALLOW,,72.0,1.15,False,CDR_mut_16,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,28,True,ALLOW,,76.9,1.75,True,CDR_mut_13,VISCOSITY,False
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,29,True,ALLOW,,81.95,1.7,False,CDR_mut_1,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,0,True,ALLOW,,0.7,0.0,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,1,True,ALLOW,,1.15,0.0,False,CDR_mut_24,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_A,2,True,ALLOW,,2.15,0.0,False,CDR_mut_19,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,3,True,ALLOW,,3.3,0.0,False,CDR_mut_24,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_A,4,True,ALLOW,,4.2,0.0,False,CDR_mut_10,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,5,True,ALLOW,,5.65,0.6,True,CDR_mut_22,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_A,6,True,ALLOW,,7.25,0.55,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_A,7,True,ALLOW,,9.0,0.5,False,CDR_mut_18,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_A,8,True,ALLOW,,10.9,0.45,False,CDR_mut_5,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_A,9,True,ALLOW,,12.95,0.4,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,10,True,ALLOW,,14.75,0.35,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_A,11,True,ALLOW,,16.7,0.3,False,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_A,12,True,ALLOW,,19.2,0.9,True,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,13,True,ALLOW,,21.85,0.85,False,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,14,True,ALLOW,,24.25,0.8,False,CDR_mut_0,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,15,True,ALLOW,,27.2,1.4,True,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_A,16,True,ALLOW,,30.3,1.35,False,CDR_mut_6,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_A,17,True,ALLOW,,33.15,1.3,False,CDR_mut_19,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,18,True,VETO,REASON_FORCED_COMPARISON,36.15,1.25,False,CDR_mut_23,CHARGE,True
core7_04_1767776352,B_GOVERNED,antibody_A,19,True,ALLOW,,40.05,1.85,True,CDR_mut_0,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,20,True,ALLOW,,43.6,1.8,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,21,True,ALLOW,,47.3,1.75,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,22,True,ALLOW,,51.15,2.35,True,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_A,23,True,ALLOW,,54.75,2.3,False,CDR_mut_4,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,24,True,ALLOW,,58.5,2.25,False,CDR_mut_20,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_A,25,True,ALLOW,,63.3,2.85,True,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,26,True,ALLOW,,67.35,2.8,False,CDR_mut_8,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,27,True,ALLOW,,71.95,2.75,False,CDR_mut_21,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_A,28,True,ALLOW,,76.7,2.7,False,CDR_mut_6,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_A,29,True,ALLOW,,81.2,2.65,False,CDR_mut_17,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,0,True,ALLOW,,0.3,0.0,False,CDR_mut_17,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,1,True,ALLOW,,1.15,0.0,False,CDR_mut_22,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,2,True,ALLOW,,2.15,0.0,False,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,3,True,ALLOW,,3.3,0.0,False,CDR_mut_5,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,4,True,ALLOW,,4.6,0.0,False,CDR_mut_18,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,5,True,ALLOW,,6.05,0.0,False,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,6,True,ALLOW,,7.65,0.0,False,CDR_mut_17,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,7,True,ALLOW,,9.0,0.0,False,CDR_mut_2,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,8,True,ALLOW,,10.9,0.0,False,CDR_mut_17,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,9,True,ALLOW,,12.95,0.6,True,CDR_mut_20,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,10,True,ALLOW,,15.15,0.55,False,CDR_mut_10,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_B,11,True,ALLOW,,17.1,0.5,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_B,12,True,ALLOW,,19.6,1.1,True,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,13,True,ALLOW,,22.25,1.05,False,CDR_mut_5,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,14,True,ALLOW,,25.05,1.65,True,CDR_mut_3,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,15,True,ALLOW,,27.6,1.6,False,CDR_mut_21,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,16,True,ALLOW,,30.7,1.55,False,CDR_mut_3,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,17,True,ALLOW,,33.95,1.5,False,CDR_mut_16,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,18,True,VETO,REASON_FORCED_COMPARISON,37.35,2.1,True,CDR_mut_16,VISCOSITY,True
core7_04_1767776352,B_GOVERNED,antibody_B,19,True,ALLOW,,40.75,2.05,False,CDR_mut_3,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,20,True,ALLOW,,44.3,2.0,False,CDR_mut_18,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,21,True,ALLOW,,47.6,1.95,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,22,True,ALLOW,,51.45,1.9,False,CDR_mut_23,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_B,23,True,ALLOW,,55.45,1.85,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_B,24,True,ALLOW,,59.2,1.8,False,CDR_mut_6,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,25,True,ALLOW,,63.1,1.75,False,CDR_mut_24,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,26,True,ALLOW,,67.55,1.7,False,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,27,True,ALLOW,,71.75,1.65,False,CDR_mut_6,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_B,28,True,ALLOW,,76.1,1.6,False,CDR_mut_3,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_B,29,True,ALLOW,,81.0,1.55,False,CDR_mut_22,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_C,0,True,ALLOW,,0.3,0.0,False,CDR_mut_11,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,1,True,ALLOW,,1.15,0.0,False,CDR_mut_3,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,2,True,ALLOW,,2.15,0.6,True,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,3,True,VETO,REASON_SOFT_CONFLICT_ESCALATION,3.8,1.2,True,CDR_mut_17,VISCOSITY,True
core7_04_1767776352,B_GOVERNED,antibody_C,4,True,ALLOW,,4.55,1.15,False,CDR_mut_20,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_C,5,True,ALLOW,,5.85,1.1,False,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,6,True,ALLOW,,7.3,1.05,False,CDR_mut_5,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_C,7,True,ALLOW,,8.5,1.0,False,CDR_mut_14,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_C,8,True,ALLOW,,10.25,0.95,False,CDR_mut_18,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_C,9,True,ALLOW,,11.75,0.9,False,CDR_mut_24,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_C,10,True,ALLOW,,13.4,0.85,False,CDR_mut_20,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_C,11,True,ALLOW,,15.2,0.8,False,CDR_mut_9,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,12,True,ALLOW,,17.55,0.75,False,CDR_mut_20,CHARGE,False
core7_04_1767776352,B_GOVERNED,antibody_C,13,True,ALLOW,,20.05,0.7,False,CDR_mut_10,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_C,14,True,ALLOW,,22.7,0.65,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_C,15,True,ALLOW,,25.5,0.6,False,CDR_mut_2,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,16,True,ALLOW,,28.05,0.55,False,CDR_mut_7,PROCESS,False
core7_04_1767776352,B_GOVERNED,antibody_C,17,True,ALLOW,,30.75,0.5,False,CDR_mut_0,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,18,True,VETO,REASON_FORCED_COMPARISON,34.0,0.45,False,CDR_mut_17,VISCOSITY,True
core7_04_1767776352,B_GOVERNED,antibody_C,19,True,ALLOW,,37.25,0.4,False,CDR_mut_2,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,20,True,ALLOW,,40.65,1.0,True,CDR_mut_11,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,21,True,VETO,REASON_SOFT_CONFLICT_ESCALATION,44.2,1.6,True,CDR_mut_19,PROCESS,True
core7_04_1767776352,B_GOVERNED,antibody_C,22,True,ALLOW,,47.35,1.55,False,CDR_mut_0,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,23,True,ALLOW,,50.65,1.5,False,CDR_mut_24,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_C,24,True,ALLOW,,54.5,2.1,True,CDR_mut_12,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,25,True,ALLOW,,58.5,2.05,False,CDR_mut_2,IMMUNO,False
core7_04_1767776352,B_GOVERNED,antibody_C,26,True,ALLOW,,62.65,2.0,False,CDR_mut_15,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_C,27,True,ALLOW,,66.55,1.95,False,CDR_mut_16,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_C,28,True,ALLOW,,70.6,1.9,False,CDR_mut_14,VISCOSITY,False
core7_04_1767776352,B_GOVERNED,antibody_C,29,True,ALLOW,,74.8,1.85,False,CDR_mut_24,VISCOSITY,False
